Transaction_ID,Order_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Order_Date,Order_Time,Sales_Channel,Store_ID,Store_Name,Country,Region,City,Product_ID,Product_Name,Product_Category,Product_Subcategory,Quantity,Unit_Price,Discount_Percentage,Sales_Amount,Cost_Amount,Profit,Payment_Method,Order_Status,Shipping_Method,Delivery_Days,Return_Flag,Return_Reason,Sales_Representative,Promotion_Code,Customer_Rating,Inventory_Level,Total Order Value,Inventory Status,Amount after discount,Order_Year,charged Amount %
T02016004,O0116004,C02103,Daniel Johnson,47,Female,Small Business,16-04-2025 00:00,0.688206019,Online,NYC-01,New York Central,United States,Northeast,New York,P005,Office Keyboard,Electronics,Accessories,3,57.76,0,173.27,117.98,55.29,Credit Card,Completed,Pickup,0,No,Not Returned,Olivia Martin,HOLIDAY20,5,112,173.28,IN Stock,173.27,2025,100
T02016778,O0116778,C01030,Thomas Walker,58,Female,Consumer,11-11-2024 00:00,0.70599537,Retail Store,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P016,Laser Toner,Office Supplies,Consumables,4,118.92,5,451.9,384.04,67.86,Unknown,Completed,Pickup,0,No,Not Returned,Michael Clark,MOM15,0,62,475.68,IN Stock,429.305,2024,95
T02016358,O0108179,C00120,Arthur Miller,53,Male,Consumer,08-10-2023 00:00,0.729039352,Online,CHI-01,Chicago Loop,United States,Midwest,Chicago,P016,Laser Toner,Office Supplies,Consumables,3,121.96,10,329.28,280.07,49.22,Credit Card,Completed,Standard,5,No,Not Returned,Michael Clark,Not Avl,5,66,365.88,IN Stock,296.352,2023,90
T02007189,O0107189,C00203,Liam Allen,42,Female,Consumer,28-03-2023 00:00,0.476273148,B2B Portal,NYC-01,New York Central,United States,Northeast,New York,P020,Presentation Kit,Office Supplies,Presentation,10,89.09,0,890.94,588.33,302.61,Debit Card,Processing,Standard,7,No,Not Returned,Michael Clark,SUMMER10,3,61,890.9,IN Stock,890.94,2023,100
T02006908,O0106908,C04842,Emma Moore,47,Female,Consumer,12-10-2022 00:00,0.450810185,Phone Order,NYC-01,New York Central,United States,Northeast,New York,P006,Precision Mouse,Electronics,Accessories,2,40.27,0,80.55,48.67,31.88,Credit Card,Completed,Pickup,0,No,Not Returned,Noah Wilson,BACK2WORK,5,57,80.54,IN Stock,80.55,2022,100
T02007735,O0107735,C03974,Henry Baker,35,Female,Returning Customer,22-05-2023 00:00,0.831793981,Online,PAR-01,Paris Central,France,Île-de-France,Paris,P016,Laser Toner,Office Supplies,Consumables,2,115.01,5,218.53,175.16,43.37,Credit Card,Completed,Standard,3,No,Not Returned,James Anderson,Not Avl,4,46,230.02,IN Stock,207.6035,2023,95
T02000985,O0100985,C04557,Jack Miller,43,Male,Consumer,23-07-2025 00:00,0.578125,B2B Portal,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P025,USB Power Hub,Electronics,Accessories,7,50.74,5,337.45,233.4,104.04,Bank Transfer,Completed,Express,2,No,Not Returned,David Walker,Not Avl,4,61,355.18,IN Stock,320.5775,2025,95
T02015012,O0107506,C02508,Charlotte Lewis,64,Female,Small Business,16-12-2023 00:00,0.872233796,Online,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P004,Vision 27 Monitor,Electronics,Monitors,2,343.43,5,652.51,524.46,128.05,Credit Card,Completed,Express,3,No,Not Returned,Henry White,Not Avl,4,94,686.86,IN Stock,619.8845,2023,95
T02011168,O0111168,C04492,Ava Moore,45,Female,Small Business,24-06-2024 00:00,0.528194444,Phone Order,CHI-01,Chicago Loop,United States,Midwest,Chicago,P025,USB Power Hub,Electronics,Accessories,3,48.81,0,146.44,91.98,54.46,Credit Card,Cancelled,Standard,3,No,Not Returned,Sophia Brown,Not Avl,2,40,146.43,IN Stock,146.44,2024,100
T02001855,O0100927,C02843,Arthur Taylor,31,Female,Corporate,23-05-2025 00:00,0.736678241,Online,CHI-01,Chicago Loop,United States,Midwest,Chicago,P012,Ergo Footrest,Furniture,Office Furniture,2,75.18,0,150.35,97.1,53.25,Credit Card,Completed,Standard,1,No,Not Returned,Emma Carter,Not Avl,5,57,150.36,IN Stock,150.35,2025,100
T02000652,O0100652,C02467,Samuel Moore,38,Male,New Customer,15-11-2022 00:00,0.638449074,Online,PAR-01,Paris Central,France,Île-de-France,Paris,P006,Precision Mouse,Electronics,Accessories,1,36.15,25,27.11,22.71,4.4,Credit Card,Completed,Standard,2,No,Not Returned,Liam Davis,BACK2WORK,3,77,36.15,IN Stock,20.3325,2022,75
T02009918,O0104959,C04919,Hannah King,42,Unknown,Consumer,07-02-2024 00:00,0.501712963,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P027,Security Camera,Electronics,Cameras,2,173.1,10,311.58,246.63,64.95,Credit Card,Completed,Standard,3,No,Not Returned,Olivia Martin,HOLIDAY20,4,56,346.2,IN Stock,280.422,2024,90
T02009384,O0109384,C04165,Isla Walker,46,Male,Premium,17-12-2022 00:00,0.665127315,Online,MAN-01,Manchester North,United Kingdom,England,Manchester,P020,Presentation Kit,Office Supplies,Presentation,2,89.5,25,134.25,119.12,15.13,Debit Card,Completed,Pickup,0,No,Not Returned,Lucas Moore,CORP5,5,95,179,IN Stock,100.6875,2022,75
T02000631,O0100631,C00317,Freya Lewis,40,Female,Returning Customer,18-04-2024 00:00,0.647939815,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P019,Notebook Pack,Office Supplies,Paper,1,29.01,0,29.01,18.89,10.12,Credit Card,Shipped,Standard,3,No,Not Returned,Charlotte Thomas,BLACKFRIDAY25,4,87,29.01,IN Stock,29.01,2024,100
T02001222,O0101222,C01098,Olivia Taylor,20,Female,Consumer,17-07-2022 00:00,0.650729167,Retail Store,MAN-01,Manchester North,United Kingdom,England,Manchester,P007,NoiseCancel Headset,Electronics,Audio,1,153.64,0,153.64,106.56,47.08,Apple Pay,Completed,Pickup,0,No,Not Returned,Sophia Brown,CORP5,0,79,153.64,IN Stock,153.64,2022,100
T02004480,O0102240,C02154,Evelyn White,18,Female,Consumer,27-04-2023 00:00,0.600844907,Online,MAN-01,Manchester North,United Kingdom,England,Manchester,P016,Laser Toner,Office Supplies,Consumables,2,120.1,15,204.17,186.98,17.19,Debit Card,Returned,Standard,6,Yes,Damaged,David Walker,HOLIDAY20,3,74,240.2,IN Stock,173.5445,2023,85
T02012551,O0112551,C00851,Maya Harris,37,Male,New Customer,16-11-2022 00:00,0.633125,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P017,Copy Paper Box,Office Supplies,Paper,2,45.17,15,76.78,76.74,0.04,PayPal,Returned,Next Day,1,Yes,Late Delivery,Lucas Moore,CORP5,5,59,90.34,IN Stock,65.263,2022,85
T02004803,O0104803,C02108,Emily Martin,22,Unknown,New Customer,03-03-2022 00:00,0.888993056,Online,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P008,SmartDock USB-C,Electronics,Accessories,3,116.32,0,348.95,245.02,103.94,Credit Card,Processing,Express,3,No,Not Returned,Grace Harris,Not Avl,5,73,348.96,IN Stock,348.95,2022,100
T02004249,O0102124,C00036,Ava Allen,36,Unknown,Consumer,22-01-2024 00:00,0.471689815,B2B Portal,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P023,Portable Heater,Appliances,Climate,7,100.2,10,631.28,500.32,130.96,PayPal,Shipped,Pickup,0,No,Not Returned,Lucas Moore,Not Avl,2,86,701.4,IN Stock,568.152,2024,90
T02003712,O0103712,C00679,Lucas Harris,60,Male,Consumer,07-05-2023 00:00,0.768310185,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P024,Desk Fan,Appliances,Climate,2,69.21,15,117.66,93.74,23.93,Debit Card,Completed,Standard,5,No,Not Returned,Noah Wilson,Not Avl,4,90,138.42,IN Stock,100.011,2023,85
T02009812,O0109812,C01698,David Young,35,Female,Corporate,09-09-2024 00:00,0.789340278,Online,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P011,Meeting Table,Furniture,Office Furniture,2,845.72,0,1691.43,1330.67,360.76,Bank Transfer,Completed,Standard,4,No,Not Returned,David Walker,SPRING15,3,76,1691.44,IN Stock,1691.43,2024,100
T02002980,O0102980,C01432,Henry Thomas,73,Male,Corporate,21-10-2022 00:00,0.468912037,Phone Order,TOR-01,Toronto Central,Canada,Ontario,Toronto,P017,Copy Paper Box,Office Supplies,Paper,1,43.97,0,43.97,36.59,7.39,Credit Card,Cancelled,Standard,4,No,Not Returned,Liam Davis,HOLIDAY20,5,29,43.97,IN Stock,43.97,2022,100
T02001925,O0101925,C02695,James Anderson,51,Female,Consumer,08-04-2025 00:00,0.615868056,B2B Portal,LON-01,London City,United Kingdom,England,London,P008,SmartDock USB-C,Electronics,Accessories,6,115.84,0,695.02,504.13,190.9,Bank Transfer,Completed,Pickup,0,No,Not Returned,Emma Carter,VALENTINE20,5,9,695.04,IN Stock,695.02,2025,100
T02017559,O0117559,C03212,Lucas Anderson,37,Female,Consumer,24-02-2023 00:00,0.725196759,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P027,Security Camera,Electronics,Cameras,4,167.49,5,636.46,467.34,169.12,Credit Card,Cancelled,Pickup,0,No,Not Returned,Mia Taylor,Not Avl,4,35,669.96,IN Stock,604.637,2023,95
T02003454,O0101727,C02219,Sophie Young,35,Male,Corporate,18-09-2023 00:00,0.923171296,Online,PAR-01,Paris Central,France,Île-de-France,Paris,P003,EdgeTab 11 Tablet,Electronics,Tablets,2,482.14,15,819.63,766.82,52.81,PayPal,Completed,Express,1,No,Not Returned,Noah Wilson,Not Avl,5,77,964.28,IN Stock,696.6855,2023,85
T02015513,O0115513,C04255,Arthur Green,55,Female,Small Business,24-05-2022 00:00,0.796875,Online,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P019,Notebook Pack,Office Supplies,Paper,1,27.22,5,25.86,16.93,8.93,Debit Card,Completed,Standard,2,No,Not Returned,Charlotte Thomas,Not Avl,5,85,27.22,IN Stock,24.567,2022,95
T02001078,O0101078,C04524,Leo Scott,31,Male,Corporate,31-12-2022 00:00,0.599467593,Retail Store,AUS-01,Austin Business,United States,South,Austin,P026,Webcam HD,Electronics,Cameras,3,86.75,25,195.19,174.63,20.56,Credit Card,Shipped,Pickup,0,No,Not Returned,Noah Wilson,BACK2WORK,2,47,260.25,IN Stock,146.3925,2022,75
T02014820,O0114820,C04302,Lucas Martin,37,Female,New Customer,17-11-2022 00:00,0.388506944,Retail Store,LON-01,London City,United Kingdom,England,London,P002,ProBook 16 Laptop,Electronics,Laptops,3,1297.9,15,3309.64,3057.3,252.34,Debit Card,Completed,Standard,5,No,Not Returned,Mia Taylor,Not Avl,4,60,3893.7,IN Stock,2813.194,2022,85
T02008402,O0108402,C00938,Lily White,52,Female,Returning Customer,23-03-2023 00:00,0.522569444,Online,NYC-01,New York Central,United States,Northeast,New York,P008,SmartDock USB-C,Electronics,Accessories,2,121.07,0,242.14,174.37,67.76,Bank Transfer,Completed,Express,5,No,Not Returned,David Walker,BLACKFRIDAY25,5,60,242.14,IN Stock,242.14,2023,100
T02001954,O0100977,C02251,Michael Anderson,43,Female,Corporate,04-09-2022 00:00,0.966435185,Online,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P015,Printer Plus,Office Supplies,Printers,2,287.5,5,546.26,455.36,90.9,PayPal,Completed,Pickup,0,No,Not Returned,Henry White,SAVE10,5,0,575,Out of Stock,518.947,2022,95
T02000653,O0100653,C04739,Grace Thomas,37,Male,Consumer,06-10-2023 00:00,0.644305556,Retail Store,LON-01,London City,United Kingdom,England,London,P014,Filing Cabinet,Furniture,Storage,1,244.67,5,232.44,174.48,57.95,Credit Card,Shipped,Pickup,0,No,Not Returned,Daniel Miller,Not Avl,5,91,244.67,IN Stock,220.818,2023,95
T02002770,O0102770,C00853,Ava Young,35,Female,Consumer,16-03-2025 00:00,0.488877315,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P003,EdgeTab 11 Tablet,Electronics,Tablets,1,487.75,15,414.58,359.72,54.87,PayPal,Completed,Pickup,0,No,Not Returned,Sophia Brown,SAVE10,0,0,487.75,Out of Stock,352.393,2025,85
T02005353,O0105353,C00475,Mia Wilson,30,Female,Corporate,01-03-2023 00:00,0.6865625,Online,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P019,Notebook Pack,Office Supplies,Paper,2,27.67,10,49.8,34.65,15.16,Bank Transfer,Completed,Standard,4,No,Not Returned,Sophia Brown,BLACKFRIDAY25,4,49,55.34,IN Stock,44.82,2023,90
T02004500,O0104500,C04954,Sophie White,29,Female,Consumer,11-02-2023 00:00,0.611747685,Phone Order,TOR-01,Toronto Central,Canada,Ontario,Toronto,P014,Filing Cabinet,Furniture,Storage,2,232.12,0,464.25,342.13,122.11,Credit Card,Completed,Pickup,0,No,Not Returned,Daniel Miller,Not Avl,0,77,464.24,IN Stock,464.25,2023,100
T02000630,O0100630,C01395,Nora Scott,53,Other,New Customer,15-06-2022 00:00,0.411458333,Retail Store,LON-01,London City,United Kingdom,England,London,P008,SmartDock USB-C,Electronics,Accessories,3,118.72,0,356.17,262.12,94.06,Apple Pay,Completed,Pickup,0,No,Not Returned,Ella Lewis,Not Avl,4,70,356.16,IN Stock,356.17,2022,100
T02001944,O0101944,C00018,Chloe Martin,35,Male,Premium,19-11-2022 00:00,0.372175926,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P008,SmartDock USB-C,Electronics,Accessories,1,119.11,5,113.15,85.16,27.99,PayPal,Completed,Pickup,0,No,Not Returned,James Anderson,Not Avl,4,59,119.11,IN Stock,107.4925,2022,95
T02007795,O0107795,C03538,Isla Martin,39,Female,Returning Customer,02-02-2023 00:00,0.764189815,B2B Portal,PAR-01,Paris Central,France,Île-de-France,Paris,P021,Coffee Machine,Appliances,Kitchen,3,232.71,5,663.24,534.36,128.88,Credit Card,Shipped,Standard,4,No,Not Returned,Emma Carter,Not Avl,4,79,698.13,IN Stock,630.078,2023,95
T02005492,O0102746,C04072,James Martin,36,Male,Small Business,23-07-2025 00:00,0.833402778,Online,MAN-01,Manchester North,United Kingdom,England,Manchester,P025,USB Power Hub,Electronics,Accessories,1,46.97,10,42.28,29.1,13.18,Bank Transfer,Completed,Express,1,No,Not Returned,Amelia Jackson,Not Avl,4,98,46.97,IN Stock,38.052,2025,90
T02012992,O0112992,C05085,Ava Baker,32,Male,Returning Customer,22-08-2025 00:00,0.542673611,B2B Portal,LON-01,London City,United Kingdom,England,London,P027,Security Camera,Electronics,Cameras,10,159.52,0,1595.16,1090.41,504.75,Credit Card,Completed,Standard,4,No,Not Returned,Grace Harris,Not Avl,0,83,1595.2,IN Stock,1595.16,2025,100
T02006338,O0106338,C03585,Emily Wilson,40,Female,Small Business,07-02-2025 00:00,0.293912037,B2B Portal,MAN-01,Manchester North,United Kingdom,England,Manchester,P027,Security Camera,Electronics,Cameras,2,155.11,10,279.2,222.92,56.28,Bank Transfer,Completed,Standard,5,No,Not Returned,Daniel Miller,Not Avl,5,42,310.22,IN Stock,251.28,2025,90
T02008773,O0108773,C00061,Benjamin Moore,22,Female,Consumer,19-01-2024 00:00,0.418576389,B2B Portal,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P005,Office Keyboard,Electronics,Accessories,7,60.15,5,400,286.76,113.25,Credit Card,Completed,Standard,7,No,Not Returned,James Anderson,Not Avl,5,78,421.05,IN Stock,380,2024,95
T02007406,O0107406,C02464,Aria Brown,22,Female,Corporate,19-08-2025 00:00,0.952025463,Online,NYC-01,New York Central,United States,Northeast,New York,P018,Premium Pens,Office Supplies,Writing,2,24.02,0,48.03,26.54,21.49,PayPal,Completed,Standard,6,No,Not Returned,Henry White,BLACKFRIDAY25,5,75,48.04,IN Stock,48.03,2025,100
T02009859,O0109859,C04863,Maya Jackson,35,Male,Small Business,11-05-2025 00:00,0.587951389,Online,PAR-01,Paris Central,France,Île-de-France,Paris,P007,NoiseCancel Headset,Electronics,Audio,1,156.17,10,140.55,108.31,32.25,Credit Card,Completed,Standard,6,No,Not Returned,James Anderson,Not Avl,5,65,156.17,IN Stock,126.495,2025,90
T02014947,O0114947,C00413,Lily Anderson,29,Male,Consumer,29-11-2024 00:00,0.617916667,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P007,NoiseCancel Headset,Electronics,Audio,3,152.93,15,389.98,306.49,83.49,Credit Card,Returned,Pickup,0,Yes,Wrong Item,Liam Davis,CORP5,4,80,458.79,IN Stock,331.483,2024,85
T02007179,O0107179,C03680,Henry Hall,38,Female,Premium,14-08-2024 00:00,0.595069444,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P017,Copy Paper Box,Office supplies,Paper,1,41.93,0,41.93,33.54,8.39,Bank Transfer,Returned,Pickup,0,Yes,Other,Noah Wilson,SUMMER10,5,97,41.93,IN Stock,41.93,2024,100
T02001320,O0100660,C02789,Emma Moore,41,Other,Returning Customer,11-05-2023 00:00,0.86474537,Online,LON-01,London City,United Kingdom,England,London,P005,Office Keyboard,Electronics,Accessories,1,58.49,5,55.56,37.02,18.55,Bank Transfer,Completed,Express,4,No,Not Returned,David Walker,HOLIDAY20,2,67,58.49,IN Stock,52.782,2023,95
T02016476,O0116476,C02054,Nora Lewis,41,Male,Consumer,20-03-2025 00:00,0.879305556,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P005,Office Keyboard,Electronics,Accessories,2,60.22,0,120.45,82.86,37.59,Bank Transfer,Processing,Standard,2,No,Not Returned,James Anderson,SUMMER10,3,51,120.44,IN Stock,120.45,2025,100
T02010015,O0110015,C03451,Freya Allen,38,Female,Returning Customer,16-12-2022 00:00,0.955474537,Online,LON-01,London City,United Kingdom,England,London,P007,NoiseCancel Headset,Electronics,Audio,2,149.63,30,209.48,202.19,7.29,Bank Transfer,Returned,Pickup,0,Yes,Other,Grace Harris,Not Avl,0,62,299.26,IN Stock,146.636,2022,70
T02004022,O0102011,C01218,Aria Davis,40,Female,Consumer,23-03-2024 00:00,0.752488426,Retail Store,CHI-01,Chicago Loop,United States,Midwest,Chicago,P012,Ergo Footrest,Furniture,Office Furniture,2,80.23,0,160.47,101.18,59.28,Credit Card,Cancelled,Pickup,0,No,Not Returned,Mia Taylor,Not Avl,5,100,160.46,IN Stock,160.47,2024,100
T02016408,O0116408,C04164,Noah Allen,44,Female,Returning Customer,13-12-2024 00:00,0.840613426,Retail Store,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P003,EdgeTab 11 Tablet,Electronics,Tablets,1,486.01,5,461.71,396.93,64.78,PayPal,Completed,Standard,4,No,Not Returned,Liam Davis,Not Avl,4,64,486.01,IN Stock,438.6245,2024,95
T02017921,O0117921,C04673,Samuel Young,49,Female,Consumer,24-08-2022 00:00,0.838425926,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P022,Air Purifier,Appliances,Home Office,1,324.7,10,292.23,233.55,58.68,Cash,Completed,Express,3,No,Not Returned,Liam Davis,Not Avl,4,71,324.7,IN Stock,263.007,2022,90
T02016123,O0116123,C04474,Lily Wright,41,Male,Consumer,10-04-2023 00:00,0.815405093,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P007,NoiseCancel Headset,Electronics,Audio,1,149.11,0,149.11,95.66,53.45,Debit Card,Completed,Pickup,0,No,Not Returned,Michael Clark,Not Avl,4,0,149.11,Out of Stock,149.11,2023,100
T02001459,O0101459,C04401,Alexander Martin,28,Male,Consumer,22-12-2022 00:00,0.806979167,Online,MAN-01,Manchester North,United Kingdom,England,Manchester,P018,Premium Pens,Office Supplies,Writing,3,25.29,15,64.49,42.97,21.53,Debit Card,Shipped,Pickup,0,No,Not Returned,Sophia Brown,Not Avl,4,34,75.87,IN Stock,54.8165,2022,85
T02009122,O0104561,C01457,Hannah Thomas,48,Male,Returning Customer,07-10-2023 00:00,0.697627315,Online,LON-01,London City,United Kingdom,England,London,P003,EdgeTab 11 Tablet,Electronics,Tablets,5,518.29,10,2332.29,1945.12,387.17,Bank Transfer,Completed,Standard,5,No,Not Returned,James Anderson,SAVE10,5,53,2591.45,IN Stock,2099.061,2023,90
T02012310,O0112310,C01610,Daniel Adams,37,Female,Consumer,18-06-2025 00:00,0.902280093,Online,AUS-01,Austin Business,United States,South,Austin,P010,Standing Desk,Furniture,Office Furniture,2,721.56,0,1443.13,1108.86,334.27,PayPal,Shipped,Standard,7,No,Not Returned,Sophia Brown,SUMMER10,0,74,1443.12,IN Stock,1443.13,2025,100
T02009195,O0109195,C02134,Henry Wright,45,Male,Consumer,27-01-2025 00:00,0.611493056,Retail Store,TOR-01,Toronto Central,Canada,Ontario,Toronto,P024,Desk Fan,Appliances,Climate,2,71.08,0,142.16,96.88,45.28,Credit Card,Completed,Pickup,0,No,Not Returned,Grace Harris,Not Avl,5,64,142.16,IN Stock,142.16,2025,100
T02009531,O0104765,C03584,Henry Baker,24,Male,Consumer,08-11-2024 00:00,0.381238426,B2B Portal,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P021,Coffee Machine,Appliances,Kitchen,6,230.15,20,1104.7,1046.04,58.66,Bank Transfer,Completed,Express,3,No,Not Returned,Noah Wilson,BLACKFRIDAY25,4,79,1380.9,IN Stock,883.76,2024,80
T02001101,O0101101,C03665,Emily King,28,Male,Returning Customer,12-04-2023 00:00,0.555520833,B2B Portal,NYC-01,New York Central,United States,Northeast,New York,P020,Presentation Kit,Office Supplies,Presentation,9,88.72,0,798.51,551.46,247.05,Credit Card,Processing,Standard,0,No,Not Returned,Daniel Miller,Not Avl,3,48,798.48,IN Stock,798.51,2023,100
T02011911,O0111911,C02150,Thomas Green,33,Female,Returning Customer,28-07-2024 00:00,0.989976852,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P013,Desk Lamp,Furniture,Lighting,1,70.51,0,70.51,42.41,28.1,PayPal,Completed,Standard,0,No,Not Returned,Henry White,SPRING15,0,95,70.51,IN Stock,70.51,2024,100
T02010730,O0110730,C05591,Amelia Martin,38,Male,Returning Customer,01-02-2024 00:00,0.676956019,Retail Store,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P017,Copy Paper Box,Office Supplies,Paper,1,40.41,0,40.41,33.11,7.3,PayPal,Returned,Standard,7,Yes,Late Delivery,Charlotte Thomas,Not Avl,2,86,40.41,IN Stock,40.41,2024,100
T02015020,O0115020,C00699,Emma Brown,37,Male,Small Business,22-09-2023 00:00,0.577893519,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P026,Webcam HD,Electronics,Cameras,2,87.69,0,175.37,122.93,52.44,Debit Card,Processing,Pickup,0,No,Not Returned,Lucas Moore,Not Avl,5,60,175.38,IN Stock,175.37,2023,100
T02002194,O0102194,C02891,Jack Wright,46,Male,Small Business,11-06-2024 00:00,0.756076389,Online,CHI-01,Chicago Loop,United States,Midwest,Chicago,P026,Webcam HD,Electronics,Cameras,1,88.68,10,79.81,64.12,15.69,Bank Transfer,Shipped,Standard,1,No,Not Returned,Noah Wilson,Not Avl,1,60,88.68,IN Stock,71.829,2024,90
